ticker, insider_name                    , relationship                   , transaction_date, transaction_type, price  , shares , value       , shares_total , sec_form4                                                                                                                 , market_close_at_trade, high_plus_7d         , low_plus_7d         , max_gain_7d          , max_drawdown_7d      , high_plus_14d     , low_plus_14d      , max_gain_14d       , max_drawdown_14d   , high_plus_30d     , low_plus_30d      , max_gain_30d      , max_drawdown_30d     , high_minus_7d        , low_minus_7d        , high_minus_15d       , low_minus_15d       , tags                                                                                                                                                                                               , ownership_pct
FBNC  , Donnelly Abby Jill              , Director                       , 2025-07-24      , Buy             ,   49.42,      46, "2,280"     , "10,567"     , https://finviz.com/http://www.sec.gov/Archives/edgar/data/811589/000112760225019714/xslF345X05/form4.xml                  ,   49.25              ,                      ,                     ,                      ,                      ,                   ,                   ,                    ,                    ,                   ,                   ,                   ,                      ,   48.40999984741211  ,  46.34000015258789  ,   48.40999984741211  ,  45.68000030517578  , "['📋 Director', '🌿 MID CAP']"                                                                                                                                                                    , 1e-06
MSCI  , Fernandez Henry A               , Chairman and CEO               , 2025-07-24      , Buy             ,  544.7 ,    9916, "5,401,245" , "1,279,867"  , https://finviz.com/http://www.sec.gov/Archives/edgar/data/1408198/000140819825000181/xslF345X05/wk-form4_1753734612.xml   ,  543.3099975585938   ,                      ,                     ,                      ,                      ,                   ,                   ,                    ,                    ,                   ,                   ,                   ,                      ,  584.5599975585938   , 525.0               ,  586.8800048828125   , 525.0               , "['👑 CEO', '🟢 SMALL TRADE', '🌳 LARGE CAP']"                                                                                                                                                     , 0.000126
LOOP  , Hart Spencer                    , Director                       , 2025-07-24      , Buy             ,    1.25,   41317, "51,729"    , "283,687"    , https://finviz.com/http://www.sec.gov/Archives/edgar/data/1504678/000143774925023698/xslF345X05/rdgdoc.xml                ,    1.2599999904632568,                      ,                     ,                      ,                      ,                   ,                   ,                    ,                    ,                   ,                   ,                   ,                      ,    1.4149999618530271,   1.1799999475479126,    1.4149999618530271,   1.0499999523162842, "['📋 Director', '🟢 SMALL TRADE', '🐣 MICRO CAP', '🚀 BUYING INTO STRENGTH']"                                                                                                                     , 0.000645
ASAN  , Moskovitz Dustin A.             , Director                       , 2025-07-24      , Buy             ,   14.91,  225000, "3,354,548" , "54,630,999" , https://finviz.com/http://www.sec.gov/Archives/edgar/data/1477720/000147772025000162/xslF345X05/wk-form4_1753479438.xml   ,   14.9399995803833   ,                      ,                     ,                      ,                      ,                   ,                   ,                    ,                    ,                   ,                   ,                   ,                      ,   15.260000228881836 ,  14.0600004196167   ,   15.260000228881836 ,  13.69499969482422  , "['📋 Director', '🟢 SMALL TRADE', '🌿 MID CAP', '🚀 BUYING INTO STRENGTH']"                                                                                                                       , 0.000957
RCG   , STAHL MURRAY                    , President/Co-Portfolio Manager , 2025-07-24      , Buy             ,    2.6 ,     356, 926         , "97,478"     , https://finviz.com/http://www.sec.gov/Archives/edgar/data/919567/000143774925023477/xslF345X05/rdgdoc.xml                 ,    2.5999999046325684,                      ,                     ,                      ,                      ,                   ,                   ,                    ,                    ,                   ,                   ,                   ,                      ,    2.680000066757202 ,   2.569999933242798 ,    2.7100000381469727,   2.569999933242798 , "['🎖️ President', '🐣 MICRO CAP']"                                                                                                                                                                 , 5.1e-05
MSCI  , Fernandez Henry A               , Chairman and CEO               , 2025-07-24      , Buy             ,  535.11,    2400, "1,284,264" , "332,779"    , https://finviz.com/http://www.sec.gov/Archives/edgar/data/1408198/000140819825000181/xslF345X05/wk-form4_1753734612.xml   ,  543.3099975585938   ,                      ,                     ,                      ,                      ,                   ,                   ,                    ,                    ,                   ,                   ,                   ,                      ,  584.5599975585938   , 525.0               ,  586.8800048828125   , 525.0               , "['👑 CEO', '🌳 LARGE CAP', '📉 BELOW CLOSE']"                                                                                                                                                     , 3e-05
CARL  , "B CAPITAL GROUP MANAGEMENT, L.", 10% Owner                      , 2025-07-24      , Buy             ,   15.0 , 1333333, "19,999,995", "5,013,839"  , https://finviz.com/http://www.sec.gov/Archives/edgar/data/1794546/000095017025098549/xslF345X05/ownership.xml             ,   14.449999809265137 ,                      ,                     ,                      ,                      ,                   ,                   ,                    ,                    ,                   ,                   ,                   ,                      ,                      ,                     ,                      ,                     , "['🔟 10% Owner', '🔥 VERY LARGE TRADE', '🌱 SMALL CAP', '📈 ABOVE CLOSE']"                                                                                                                        , 0.052017
CARL  , YOUNG PHILIP M                  , Director                       , 2025-07-24      , Buy             ,   15.0 ,   59999, "899,985"   , "53,333"     , https://finviz.com/http://www.sec.gov/Archives/edgar/data/1048637/000095017025098528/xslF345X05/ownership.xml             ,   14.449999809265137 ,                      ,                     ,                      ,                      ,                   ,                   ,                    ,                    ,                   ,                   ,                   ,                      ,                      ,                     ,                      ,                     , "['📋 Director', '💰 LARGE TRADE', '🌱 SMALL CAP', '📈 ABOVE CLOSE']"                                                                                                                              , 0.002341
RCG   , STAHL MURRAY                    , President/Co-Portfolio Manager , 2025-07-24      , Buy             ,    2.6 ,      82, 213         , "54,082"     , https://finviz.com/http://www.sec.gov/Archives/edgar/data/919567/000143774925023375/xslF345X05/rdgdoc.xml                 ,    2.5999999046325684,                      ,                     ,                      ,                      ,                   ,                   ,                    ,                    ,                   ,                   ,                   ,                      ,    2.680000066757202 ,   2.569999933242798 ,    2.7100000381469727,   2.569999933242798 , "['🎖️ President', '🐣 MICRO CAP']"                                                                                                                                                                 , 1.2e-05
PASG  , Lynx1 Capital Management LP     , 10% Owner                      , 2025-07-24      , Buy             ,    5.71,   66423, "379,455"   , "591,696"    , https://finviz.com/http://www.sec.gov/Archives/edgar/data/1746376/000090266425003152/xslF345X05/ownership.xml             ,    5.730000019073486 ,                      ,                     ,                      ,                      ,                   ,                   ,                    ,                    ,                   ,                   ,                   ,                      ,    6.409999847412109 ,   5.124000072479248 ,    8.859999656677246 ,   5.124000072479248 , "['🔟 10% Owner', '🔥 VERY LARGE TRADE', '🐣 MICRO CAP', '📉 DIP BUY', '🚀 BUYING INTO STRENGTH']"                                                                                                 , 0.017249
RLI   , Klobnak Jennifer L              , CHIEF OPERATING OFFICER        , 2025-07-24      , Buy             ,   69.15,    3000, "207,450"   , "98,450"     , https://finviz.com/http://www.sec.gov/Archives/edgar/data/84246/000141588925020252/xslF345X05/form4-07242025_050701.xml   ,   67.77999877929688  ,                      ,                     ,                      ,                      ,                   ,                   ,                    ,                    ,                   ,                   ,                   ,                      ,   71.11000061035156  ,  67.12000274658203  ,   72.12000274658203  ,  67.12000274658203  , "['⚙️ COO', '🌿 MID CAP', '📈 ABOVE CLOSE']"                                                                                                                                                        , 3.4e-05
CHMG  , STREETER JEFFREY B              , Director                       , 2025-07-24      , Buy             ,   52.91,    4103, "217,076"   , "21,590"     , https://finviz.com/http://www.sec.gov/Archives/edgar/data/763563/000076356325000088/xslF345X05/wk-form4_1753457646.xml    ,   52.81999969482422  ,                      ,                     ,                      ,                      ,                   ,                   ,                    ,                    ,                   ,                   ,                   ,                      ,   54.18999862670898  ,  51.709999084472656 ,   54.25              ,  49.0               , "['📋 Director', '🟢 SMALL TRADE', '🐣 MICRO CAP']"                                                                                                                                                , 0.000859
LOOP  , Stubina Jay Howard              , Director                       , 2025-07-23      , Buy             ,    1.01,  150000, "151,440"   , "285,000"    , https://finviz.com/http://www.sec.gov/Archives/edgar/data/1504678/000143774925023539/xslF345X05/rdgdoc.xml                ,    1.225000023841858 ,    1.7899999618530271,   1.2000000476837158, 77.22771899534922    , 18.811885909278793   ,                   ,                   ,                    ,                    ,                   ,                   ,                   ,                      ,    1.4149999618530271,   1.1799999475479126,    1.4149999618530271,   1.0499999523162842, "['📋 Director', '💰 LARGE TRADE', '🐣 MICRO CAP', '🚀 BUYING INTO STRENGTH', '📉 BELOW CLOSE', '🚀 SPIKE +20% [7d]']"                                                                             , 0.001889
LOOP  , Sellyn Laurence G.              , Director                       , 2025-07-23      , Buy             ,    1.01,  150000, "151,440"   , "430,050"    , https://finviz.com/http://www.sec.gov/Archives/edgar/data/1504678/000143774925023544/xslF345X05/rdgdoc.xml                ,    1.225000023841858 ,    1.7899999618530271,   1.2000000476837158, 77.22771899534922    , 18.811885909278793   ,                   ,                   ,                    ,                    ,                   ,                   ,                   ,                      ,    1.4149999618530271,   1.1799999475479126,    1.4149999618530271,   1.0499999523162842, "['📋 Director', '💰 LARGE TRADE', '🐣 MICRO CAP', '🚀 BUYING INTO STRENGTH', '📉 BELOW CLOSE', '🚀 SPIKE +20% [7d]']"                                                                             , 0.001889
OMCC  , Krebs Charles                   , CHIEF FINANCIAL OFFICER        , 2025-07-23      , Buy             ,    6.27,     100, 627         , "10,869"     , https://finviz.com/http://www.sec.gov/Archives/edgar/data/1000045/000190360125000066/xslF345X05/primary_doc.xml           ,    6.289999961853027 ,    6.329999923706055 ,   6.0               , 0.9569365822337339   , -4.3062200956937735  ,                   ,                   ,                    ,                    ,                   ,                   ,                   ,                      ,    6.5               ,   6.269999980926514 ,    6.699999809265137 ,   6.010000228881836 , "['💼 CFO', '🐣 MICRO CAP']"                                                                                                                                                                       , 1.5e-05
PRGS  , Gupta Yogesh K                  , Chief Executive Officer        , 2025-07-23      , Buy             ,   49.14,    2100, "103,194"   , "232,396"    , https://finviz.com/http://www.sec.gov/Archives/edgar/data/876167/000087616725000129/xslF345X05/wk-form4_1753354817.xml    ,   49.459999084472656 ,   51.27999877929688  ,  48.93000030517578  , 4.354901870771025    , -0.42734980631709263 ,                   ,                   ,                    ,                    ,                   ,                   ,                   ,                      ,   49.0099983215332   ,  47.41999816894531  ,   53.709999084472656 ,  47.41999816894531  , "['👑 CEO', '🌿 MID CAP']"                                                                                                                                                                         , 4.7e-05
TPL   , HORIZON KINETICS ASSET MANAGEM  , 10% Owner                      , 2025-07-23      , Buy             ,  928.1 ,       1, 928         , "1,163,959"  , https://finviz.com/http://www.sec.gov/Archives/edgar/data/1056823/000143774925023374/xslF345X05/rdgdoc.xml                ,  931.280029296875    , 1001.47998046875     , 907.8200073242188   , 7.906473490868439    , -2.185108574052502   ,                   ,                   ,                    ,                    ,                   ,                   ,                   ,                      , 1011.97998046875     , 930.2100219726562   , 1063.8699951171875   , 930.2100219726562   , "['🔟 10% Owner', '🌳 LARGE CAP', '🚀 SPIKE +5% [7d]']"                                                                                                                                            , 0.0
RCG   , STAHL MURRAY                    , President/Co-Portfolio Manager , 2025-07-23      , Buy             ,    2.6 ,     356, 926         , "97,122"     , https://finviz.com/http://www.sec.gov/Archives/edgar/data/919567/000143774925023375/xslF345X05/rdgdoc.xml                 ,    2.619999885559082 ,    2.609999895095825 ,   2.549999952316284 , 0.38461134983942713  , -1.9230787570659964  ,                   ,                   ,                    ,                    ,                   ,                   ,                   ,                      ,    2.680000066757202 ,   2.569999933242798 ,    2.7100000381469727,   2.569999933242798 , "['🎖️ President', '🐣 MICRO CAP']"                                                                                                                                                                 , 5.1e-05
RCG   , STAHL MURRAY                    , President/Co-Portfolio Manager , 2025-07-23      , Buy             ,    2.6 ,     692, "1,799"     , "315,478"    , https://finviz.com/http://www.sec.gov/Archives/edgar/data/919567/000143774925023375/xslF345X05/rdgdoc.xml                 ,    2.619999885559082 ,    2.609999895095825 ,   2.549999952316284 , 0.38461134983942713  , -1.9230787570659964  ,                   ,                   ,                    ,                    ,                   ,                   ,                   ,                      ,    2.680000066757202 ,   2.569999933242798 ,    2.7100000381469727,   2.569999933242798 , "['🎖️ President', '🐣 MICRO CAP']"                                                                                                                                                                 , 9.9e-05
CHMG  , STREETER JEFFREY B              , Director                       , 2025-07-23      , Buy             ,   53.19,    3285, "174,719"   , "17,487"     , https://finviz.com/http://www.sec.gov/Archives/edgar/data/763563/000076356325000086/xslF345X05/wk-form4_1753381722.xml    ,   53.38999938964844  ,   53.38999938964844  ,  51.93999862670898  , 0.37600938080172924  , -2.350068383701862   ,                   ,                   ,                    ,                    ,                   ,                   ,                   ,                      ,   54.18999862670898  ,  51.22999954223633  ,   54.25              ,  49.0               , "['📋 Director', '🟢 SMALL TRADE', '🐣 MICRO CAP', '🚀 BUYING INTO STRENGTH']"                                                                                                                     , 0.000691
DMAC  , STAHLBERG JAN                   , 10% Owner                      , 2025-07-23      , Buy             ,    3.5 , 1542857, "5,400,000" , "6,764,465"  , https://finviz.com/http://www.sec.gov/Archives/edgar/data/1401040/000110465925070920/xslF345X05/tm2521564-1_4seq1.xml     ,    5.150000095367432 ,    5.599999904632568 ,   4.590000152587891 , 59.999997275216245   , 31.14286150251116    ,                   ,                   ,                    ,                    ,                   ,                   ,                   ,                      ,    5.039999961853027 ,   3.650000095367432 ,    5.039999961853027 ,   3.575000047683716 , "['🔟 10% Owner', '🔥 VERY LARGE TRADE', '🐣 MICRO CAP', '📉 DIP BUY', '🚀 BUYING INTO STRENGTH', '📉 BELOW CLOSE', '🚀 SPIKE +20% [7d]']"                                                         , 0.020726
SHEN  , "ECP ControlCo, LLC"            , 10% Owner                      , 2025-07-23      , Buy             ,   15.64,   15801, "247,178"   , "2,973,361"  , https://finviz.com/http://www.sec.gov/Archives/edgar/data/354963/000164117225021019/xslF345X05/ownership.xml              ,   15.699999809265137 ,   15.8100004196167   ,  14.699999809265137 , 1.0869592047103493   , -6.01023139856051    ,                   ,                   ,                    ,                    ,                   ,                   ,                   ,                      ,   15.779999732971191 ,  14.3100004196167   ,   15.84000015258789  ,  14.3100004196167   , "['🔟 10% Owner', '🟢 SMALL TRADE', '🌱 SMALL CAP', '📉 DIP BUY', '🚀 BUYING INTO STRENGTH', '📉 DIP -5% [7d]']"                                                                                   , 0.000299
SFNC  , TEUBNER RUSSELL WILLIAM         , Director                       , 2025-07-23      , Buy             ,   18.5 ,    4050, "74,925"    , "25,576"     , https://finviz.com/http://www.sec.gov/Archives/edgar/data/90498/000095017025098481/xslF345X05/ownership.xml               ,   20.11000061035156  ,   20.06999969482422  ,  19.51000022888184  , 8.48648483688767     , 5.459460696658592    ,                   ,                   ,                    ,                    ,                   ,                   ,                   ,                      ,   20.799999237060547 ,  19.18000030517578  ,   20.799999237060547 ,  19.18000030517578  , "['📋 Director', '🌿 MID CAP', '📉 BELOW CLOSE', '🚀 SPIKE +5% [7d]']"                                                                                                                             , 2.6e-05
SFNC  , MAKRIS GEORGE JR                , Chairman & CEO                 , 2025-07-23      , Buy             ,   18.5 ,   28075, "519,388"   , "29,550"     , https://finviz.com/http://www.sec.gov/Archives/edgar/data/90498/000095017025098470/xslF345X05/ownership.xml               ,   20.11000061035156  ,   20.06999969482422  ,  19.51000022888184  , 8.48648483688767     , 5.459460696658592    ,                   ,                   ,                    ,                    ,                   ,                   ,                   ,                      ,   20.799999237060547 ,  19.18000030517578  ,   20.799999237060547 ,  19.18000030517578  , "['👑 CEO', '🟢 SMALL TRADE', '🌿 MID CAP', '📉 BELOW CLOSE', '🚀 SPIKE +5% [7d]']"                                                                                                                , 0.000181
SHEN  , "ECP Fiber Holdings GP, LLC"    , 10% Owner                      , 2025-07-23      , Buy             ,   15.64,   15801, "247,178"   , "2,973,361"  , https://finviz.com/http://www.sec.gov/Archives/edgar/data/354963/000164117225021021/xslF345X05/ownership.xml              ,   15.699999809265137 ,   15.8100004196167   ,  14.699999809265137 , 1.0869592047103493   , -6.01023139856051    ,                   ,                   ,                    ,                    ,                   ,                   ,                   ,                      ,   15.779999732971191 ,  14.3100004196167   ,   15.84000015258789  ,  14.3100004196167   , "['🔟 10% Owner', '🟢 SMALL TRADE', '🌱 SMALL CAP', '📉 DIP BUY', '🚀 BUYING INTO STRENGTH', '📉 DIP -5% [7d]']"                                                                                   , 0.000299
SFNC  , COMPTON JENNIFER BRYNN          , EVP                            , 2025-07-23      , Buy             ,   18.5 ,    2700, "49,950"    , "47,676"     , https://finviz.com/http://www.sec.gov/Archives/edgar/data/90498/000095017025098459/xslF345X05/ownership.xml               ,   20.11000061035156  ,   20.06999969482422  ,  19.51000022888184  , 8.48648483688767     , 5.459460696658592    ,                   ,                   ,                    ,                    ,                   ,                   ,                   ,                      ,   20.799999237060547 ,  19.18000030517578  ,   20.799999237060547 ,  19.18000030517578  , "['🧍 EVP', '🌿 MID CAP', '📉 BELOW CLOSE', '🚀 SPIKE +5% [7d]']"                                                                                                                                  , 1.7e-05
PASG  , Lynx1 Capital Management LP     , 10% Owner                      , 2025-07-23      , Buy             ,    5.74,   49302, "283,033"   , "525,273"    , https://finviz.com/http://www.sec.gov/Archives/edgar/data/1746376/000090266425003152/xslF345X05/ownership.xml             ,    5.78000020980835  ,    7.699999809265137 ,   5.519999980926514 , 34.1463381405076     , -3.8327529455311247  ,                   ,                   ,                    ,                    ,                   ,                   ,                   ,                      ,    6.409999847412109 ,   5.124000072479248 ,    9.100000381469728 ,   5.124000072479248 , "['🔟 10% Owner', '🔥 VERY LARGE TRADE', '🐣 MICRO CAP', '📉 DIP BUY', '🚀 BUYING INTO STRENGTH', '🚀 SPIKE +20% [7d]']"                                                                           , 0.012866
DMAC  , JACINTO RICHARD II              , 10% Owner                      , 2025-07-23      , Buy             ,    3.5 ,  400000, "1,400,000" , "4,958,823"  , https://finviz.com/http://www.sec.gov/Archives/edgar/data/1196834/000143774925023532/xslF345X05/rdgdoc.xml                ,    5.150000095367432 ,    5.599999904632568 ,   4.590000152587891 , 59.999997275216245   , 31.14286150251116    ,                   ,                   ,                    ,                    ,                   ,                   ,                   ,                      ,    5.039999961853027 ,   3.650000095367432 ,    5.039999961853027 ,   3.575000047683716 , "['🔟 10% Owner', '🔥 VERY LARGE TRADE', '🐣 MICRO CAP', '📉 DIP BUY', '🚀 BUYING INTO STRENGTH', '📉 BELOW CLOSE', '🚀 SPIKE +20% [7d]']"                                                         , 0.005373
SFNC  , MAKRIS GEORGE JR                , Chairman & CEO                 , 2025-07-23      , Buy             ,   18.5 ,   17550, "324,675"   , "651,703"    , https://finviz.com/http://www.sec.gov/Archives/edgar/data/90498/000095017025098470/xslF345X05/ownership.xml               ,   20.11000061035156  ,   20.06999969482422  ,  19.51000022888184  , 8.48648483688767     , 5.459460696658592    ,                   ,                   ,                    ,                    ,                   ,                   ,                   ,                      ,   20.799999237060547 ,  19.18000030517578  ,   20.799999237060547 ,  19.18000030517578  , "['👑 CEO', '🟢 SMALL TRADE', '🌿 MID CAP', '📉 BELOW CLOSE', '🚀 SPIKE +5% [7d]']"                                                                                                                , 0.000113
NTRP  , Kaplan Andrew Jay               , Director                       , 2025-07-23      , Buy             ,    4.12,    5000, "20,600"    , "5,000"      , https://finviz.com/http://www.sec.gov/Archives/edgar/data/788611/000164117225020949/xslF345X05/ownership.xml              ,    4.130000114440918 ,    4.177800178527832 ,   3.849999904632568 , 1.4029169545590272   , -6.5534003729959265  ,                   ,                   ,                    ,                    ,                   ,                   ,                   ,                      ,    4.25              ,   3.619999885559082 ,    4.289999961853027 ,   3.380000114440918 , "['📋 Director', '🟢 SMALL TRADE', '🐣 MICRO CAP', '📉 DIP BUY', '🚀 BUYING INTO STRENGTH', '📉 DIP -5% [7d]']"                                                                                    , 0.000663
SFNC  , STACKHOUSE JULIE L              , Director                       , 2025-07-23      , Buy             ,   18.5 ,    1080, "19,980"    , "15,211"     , https://finviz.com/http://www.sec.gov/Archives/edgar/data/90498/000095017025098462/xslF345X05/ownership.xml               ,   20.11000061035156  ,   20.06999969482422  ,  19.51000022888184  , 8.48648483688767     , 5.459460696658592    ,                   ,                   ,                    ,                    ,                   ,                   ,                   ,                      ,   20.799999237060547 ,  19.18000030517578  ,   20.799999237060547 ,  19.18000030517578  , "['📋 Director', '🌿 MID CAP', '📉 BELOW CLOSE', '🚀 SPIKE +5% [7d]']"                                                                                                                             , 7e-06
FFIN  , Nickles Robert Clark Jr         , Director                       , 2025-07-23      , Buy             ,   36.77,     550, "20,224"    , "95,678"     , https://finviz.com/http://www.sec.gov/Archives/edgar/data/36029/000095017025098297/xslF345X05/ownership.xml               ,   36.83000183105469  ,   37.040000915527344 ,  35.84000015258789  , 0.7342967515021501   , -2.529235375066936   ,                   ,                   ,                    ,                    ,                   ,                   ,                   ,                      ,   38.7400016784668   ,  35.439998626708984 ,   38.7400016784668   ,  35.439998626708984 , "['📋 Director', '🌿 MID CAP']"                                                                                                                                                                    , 4e-06
SFNC  , Van Steenberg Christopher J     , EVP & Chief Operating Officer  , 2025-07-23      , Buy             ,   18.5 ,   13500, "249,750"   , "13,500"     , https://finviz.com/http://www.sec.gov/Archives/edgar/data/90498/000095017025098460/xslF345X05/ownership.xml               ,   20.11000061035156  ,   20.06999969482422  ,  19.51000022888184  , 8.48648483688767     , 5.459460696658592    ,                   ,                   ,                    ,                    ,                   ,                   ,                   ,                      ,   20.799999237060547 ,  19.18000030517578  ,   20.799999237060547 ,  19.18000030517578  , "['⚙️ COO', '🌿 MID CAP', '📉 BELOW CLOSE', '🚀 SPIKE +5% [7d]']"                                                                                                                                   , 8.7e-05
PGC   , KENNEDY DOUGLAS L               , President & CEO                , 2025-07-23      , Buy             ,   26.24,    3720, "97,628"    , "39,129"     , https://finviz.com/http://www.sec.gov/Archives/edgar/data/1050743/000095017025098376/xslF345X05/ownership.xml             ,   26.34000015258789  ,   26.979999542236328 ,  25.86000061035156  , 2.8201202066933297   , -1.4481684056724067  ,                   ,                   ,                    ,                    ,                   ,                   ,                   ,                      ,   30.280000686645508 ,  27.170000076293945 ,   30.770000457763672 ,  27.170000076293945 , "['👑 CEO', '🟢 SMALL TRADE', '🌱 SMALL CAP']"                                                                                                                                                     , 0.000209
SFNC  , LANIGAN SUSAN S                 , Director                       , 2025-07-23      , Buy             ,   18.5 ,     540, "9,990"     , "30,793"     , https://finviz.com/http://www.sec.gov/Archives/edgar/data/90498/000095017025098455/xslF345X05/ownership.xml               ,   20.11000061035156  ,   20.06999969482422  ,  19.51000022888184  , 8.48648483688767     , 5.459460696658592    ,                   ,                   ,                    ,                    ,                   ,                   ,                   ,                      ,   20.799999237060547 ,  19.18000030517578  ,   20.799999237060547 ,  19.18000030517578  , "['📋 Director', '🌿 MID CAP', '📉 BELOW CLOSE', '🚀 SPIKE +5% [7d]']"                                                                                                                             , 3e-06
DMAC  , Von Koch Thomas                 , 10% Owner                      , 2025-07-23      , Buy             ,    3.5 , 2857142, "9,999,997" , "8,383,577"  , https://finviz.com/http://www.sec.gov/Archives/edgar/data/1401040/000110465925070900/xslF345X05/tm2521564-2_4seq1.xml     ,    5.150000095367432 ,    5.599999904632568 ,   4.590000152587891 , 59.999997275216245   , 31.14286150251116    ,                   ,                   ,                    ,                    ,                   ,                   ,                   ,                      ,    5.039999961853027 ,   3.650000095367432 ,    5.039999961853027 ,   3.575000047683716 , "['🔟 10% Owner', '🔥 VERY LARGE TRADE', '🐣 MICRO CAP', '📉 DIP BUY', '🚀 BUYING INTO STRENGTH', '📉 BELOW CLOSE', '🚀 SPIKE +20% [7d]']"                                                         , 0.038382
SFNC  , HUNTER JERRY                    , Director                       , 2025-07-23      , Buy             ,   18.5 ,    1000, "18,500"    , "23,318"     , https://finviz.com/http://www.sec.gov/Archives/edgar/data/90498/000095017025098458/xslF345X05/ownership.xml               ,   20.11000061035156  ,   20.06999969482422  ,  19.51000022888184  , 8.48648483688767     , 5.459460696658592    ,                   ,                   ,                    ,                    ,                   ,                   ,                   ,                      ,   20.799999237060547 ,  19.18000030517578  ,   20.799999237060547 ,  19.18000030517578  , "['📋 Director', '🌿 MID CAP', '📉 BELOW CLOSE', '🚀 SPIKE +5% [7d]']"                                                                                                                             , 6e-06
SFNC  , Hobbs Charles Daniel            , EVP & CFO                      , 2025-07-23      , Buy             ,   18.5 ,    5400, "99,900"    , "10,213"     , https://finviz.com/http://www.sec.gov/Archives/edgar/data/90498/000095017025098461/xslF345X05/ownership.xml               ,   20.11000061035156  ,   20.06999969482422  ,  19.51000022888184  , 8.48648483688767     , 5.459460696658592    ,                   ,                   ,                    ,                    ,                   ,                   ,                   ,                      ,   20.799999237060547 ,  19.18000030517578  ,   20.799999237060547 ,  19.18000030517578  , "['💼 CFO', '🌿 MID CAP', '📉 BELOW CLOSE', '🚀 SPIKE +5% [7d]']"                                                                                                                                  , 3.5e-05
LOOP  , CATINO GIOVANNI                 , Chief Revenue Officer          , 2025-07-23      , Buy             ,    1.01,  150000, "151,440"   , "150,000"    , https://finviz.com/http://www.sec.gov/Archives/edgar/data/1504678/000143774925023543/xslF345X05/rdgdoc.xml                ,    1.225000023841858 ,    1.7899999618530271,   1.2000000476837158, 77.22771899534922    , 18.811885909278793   ,                   ,                   ,                    ,                    ,                   ,                   ,                   ,                      ,    1.4149999618530271,   1.1799999475479126,    1.4149999618530271,   1.0499999523162842, "['💰 CRO', '💰 LARGE TRADE', '🐣 MICRO CAP', '🚀 BUYING INTO STRENGTH', '📉 BELOW CLOSE', '🚀 SPIKE +20% [7d]']"                                                                                  , 0.001889
SFNC  , Casteel Marty                   , Director                       , 2025-07-23      , Buy             ,   18.5 ,    5400, "99,900"    , "213,901"    , https://finviz.com/http://www.sec.gov/Archives/edgar/data/90498/000095017025098464/xslF345X05/ownership.xml               ,   20.11000061035156  ,   20.06999969482422  ,  19.51000022888184  , 8.48648483688767     , 5.459460696658592    ,                   ,                   ,                    ,                    ,                   ,                   ,                   ,                      ,   20.799999237060547 ,  19.18000030517578  ,   20.799999237060547 ,  19.18000030517578  , "['📋 Director', '🌿 MID CAP', '📉 BELOW CLOSE', '🚀 SPIKE +5% [7d]']"                                                                                                                             , 3.5e-05
ASAN  , Moskovitz Dustin A.             , Director                       , 2025-07-23      , Buy             ,   15.04,  225000, "3,384,608" , "54,405,999" , https://finviz.com/http://www.sec.gov/Archives/edgar/data/1477720/000147772025000162/xslF345X05/wk-form4_1753479438.xml   ,   15.119999885559082 ,   15.449999809265137 ,  14.699999809265137 , 2.7260625616033085   , -2.260639566056266   ,                   ,                   ,                    ,                    ,                   ,                   ,                   ,                      ,   15.260000228881836 ,  13.69499969482422  ,   15.260000228881836 ,  13.69499969482422  , "['📋 Director', '🟢 SMALL TRADE', '🌿 MID CAP', '📉 DIP BUY', '🚀 BUYING INTO STRENGTH']"                                                                                                         , 0.000965
SFNC  , COSSE STEVEN A                  , Director                       , 2025-07-23      , Buy             ,   18.5 ,   13500, "249,750"   , "104,120"    , https://finviz.com/http://www.sec.gov/Archives/edgar/data/90498/000095017025098457/xslF345X05/ownership.xml               ,   20.11000061035156  ,   20.06999969482422  ,  19.51000022888184  , 8.48648483688767     , 5.459460696658592    ,                   ,                   ,                    ,                    ,                   ,                   ,                   ,                      ,   20.799999237060547 ,  19.18000030517578  ,   20.799999237060547 ,  19.18000030517578  , "['📋 Director', '🌿 MID CAP', '📉 BELOW CLOSE', '🚀 SPIKE +5% [7d]']"                                                                                                                             , 8.7e-05
SMPL  , Tanner Geoff E                  , President and CEO              , 2025-07-23      , Buy             ,   33.11,    6050, "200,297"   , "98,190"     , https://finviz.com/http://www.sec.gov/Archives/edgar/data/1702744/000170274425000040/xslF345X05/wk-form4_1753319431.xml   ,   32.61000061035156  ,   33.439998626708984 ,  31.5               , 0.9966735932014044   , -4.862579281183931   ,                   ,                   ,                    ,                    ,                   ,                   ,                   ,                      ,   33.72999954223633  ,  32.630001068115234 ,   34.189998626708984 ,  30.46500015258789  , "['👑 CEO', '🌿 MID CAP', '📈 ABOVE CLOSE']"                                                                                                                                                       , 6.2e-05
